Time_Period,Refinancing_Rates,georgia_rate,Russia Rate,USD,Dollarization,Core_Inflation_1,Core_Inflation_2,CPI,Year,Month,Reserves
2011-12-01,8.0,7.0,8.25,383.1068181818182,1.6378362340912866,7.41994519111455,6.479460651804629,7.650008078593089,2011,12,1932.476050150343
2012-01-01,8.0,6.75,8.0,387.52882352941174,1.6045874776976128,7.467895055425018,6.534921322458629,4.823359983799165,2012,1,1730.3491908189862
2012-02-01,8.0,6.5,8.0,388.62714285714287,1.617767735647715,6.381683488472831,5.928703290811626,3.8968116177458256,2012,2,1758.1408073711807
2012-03-01,8.0,6.5,8.0,389.06095238095236,1.649818817189492,5.631892223821055,5.269530890868637,3.3401355492804043,2012,3,1714.216126023127
2012-04-01,8.0,6.5,8.0,392.023,1.6358720840888348,5.115837919915663,4.743212195439156,2.9720429517773823,2012,4,1687.9093331305623
2012-05-01,8.0,6.25,8.0,397.9225,1.6038653262725955,4.604081871203562,4.174239871035667,2.4824007423069645,2012,5,1675.82821033117
2012-06-01,8.0,6.0,8.0,414.4709523809523,1.5699346694462142,4.314364736383553,4.172888325895613,2.186975724787672,2012,6,1671.2727948510756
2012-07-01,8.0,5.75,8.0,412.6014285714285,1.5828748847206915,4.504713382854277,4.1023055193422095,2.207031679506869,2012,7,1674.6728895126407
2012-08-01,8.0,5.75,8.0,410.7452173913043,1.5593439474341946,4.369759865749188,3.7646392014249983,2.2416915489593237,2012,8,1725.7557667102712
2012-09-01,8.0,5.75,8.0,408.6352631578947,1.570297172496058,4.484507560139846,4.224643871385766,2.2699865530586294,2012,9,1692.328782970911
2012-10-01,8.0,5.75,8.25,406.6365217391304,1.5841094473521498,5.160462788125116,4.640823476953557,2.38429851068544,2012,10,1708.959751125321
2012-11-01,8.0,5.75,8.25,407.1440909090909,1.5882922652479434,5.038050125471358,4.5120042293856955,2.4967247870645934,2012,11,1687.942525933827
2012-12-01,8.0,5.5,8.25,405.8365,1.5795871973327007,4.882604950427449,4.543949723315194,2.558020077578931,2012,12,1799.376166366043
2013-01-01,8.0,5.25,8.25,406.66705882352943,1.5802170238062883,5.117224879032008,4.828865892992027,2.5523848904619655,2013,1,1768.039497666603
2013-02-01,8.0,5.25,8.25,407.02166842105265,1.585555527132052,5.07058160264107,4.80185626588991,2.8083378521636604,2013,2,1771.58145035961
2013-03-01,8.0,4.75,8.25,414.5135,1.5711129223935711,5.367088762470189,5.02816137219213,3.004189142926734,2013,3,1631.2179207035558
2013-04-01,8.0,4.5,8.25,416.1823809523809,1.5997991884996419,5.974821685887704,5.5624880621772235,3.2263536537593183,2013,4,1638.1854458560508
2013-05-01,8.0,4.5,8.25,415.87894736842105,1.5736030934333145,6.588485522118589,6.185480747293454,3.6178071772364717,2013,5,1669.7023474499629
2013-06-01,8.0,4.25,8.25,412.76142857142855,1.5848902544621015,6.774224708127633,6.316617067224101,4.084074711163339,2013,6,1606.2630643870864
2013-07-01,8.0,4.0,8.25,410.4736363636364,1.5839853431856452,6.507205930711592,6.175216457403579,4.70018809487452,2013,7,1749.5121929246218
2013-08-01,8.5,4.0,8.25,407.35954545454547,1.575819723490843,6.588298835198827,6.146928917775995,5.254224695931313,2013,8,1794.3084077226758
2013-09-01,8.5,3.75,8.25,408.18095238095236,1.5819871705060704,5.843482280441378,5.414166241217259,5.571923362612125,2013,9,2430.5500676556826
2013-10-01,8.5,3.75,8.25,406.11478260869563,1.6000597260110307,5.205273291082648,4.942799978809461,5.727286539249036,2013,10,1955.7505694308165
2013-11-01,8.0,3.75,8.25,405.06333333333333,1.628110701768651,4.888891965184072,4.628888825991396,5.811498606939878,2013,11,2021.9000472337877
2013-12-01,7.75,3.75,8.25,405.2695238095238,1.6684544329293274,4.007561635644237,3.7897752299617764,5.789667785446383,2013,12,2251.6132598924064
2014-01-01,7.75,3.75,8.25,407.35375,1.6532248502451632,3.166026583804779,2.932544105384636,5.488502271792669,2014,1,2251.6132598924064
2014-02-01,7.5,3.75,8.25,411.5414285714286,1.6320912334492528,2.4812422459170875,2.309854018756184,5.056210089736467,2014,2,2251.6132598924064
2014-03-01,7.5,4.0,8.25,414.21666666666664,1.6248333664963739,1.9979972209121826,1.8404589840734076,4.630940864944179,2014,3,2251.6132598924064
2014-04-01,7.5,4.0,8.25,414.3066666666667,1.6471336802232859,1.5436897670556533,1.4821629507238043,4.580406201695595,2014,4,2251.6132598924064
2014-05-01,7.25,4.0,8.25,413.32,1.6528073847982268,1.2792937559108282,1.2022753273450206,4.392436748020458,2014,5,2251.6132598924064
2014-06-01,7.0,4.0,8.25,410.9019047619048,1.6599394048455425,0.7445560680934449,0.6196404062914382,3.9596205042551276,2014,6,2251.6132598924064
2014-07-01,7.0,4.0,8.25,407.1336363636364,1.6863649706098713,1.00775428971518,0.9043776860891342,3.448137949202817,2014,7,2251.6132598924064
2014-08-01,6.75,4.0,8.25,409.41590909090905,1.6606816325774085,1.0602734434328909,1.0593586164200985,3.1204223517473935,2014,8,2251.6132598924064
2014-09-01,6.75,4.0,8.25,408.7981818181818,1.7057383735913505,1.3194020514392832,1.2854502545142026,2.936443977471342,2014,9,2251.6132598924064
2014-10-01,6.75,4.0,8.25,409.98304347826087,1.7060493605674047,1.3691796871993347,1.3740268986556003,2.8579954505796508,2014,10,2251.6132598924064
2014-11-01,6.75,4.0,8.25,419.79200000000003,1.6318021268617617,1.6942587181190731,1.689127001244131,2.8325753957925315,2014,11,2251.6132598924064
2014-12-01,7.625,4.0,8.25,463.0570833333333,1.5585626131418546,4.473310823895929,3.3047119218485648,2.9813086893367995,2014,12,2251.6132598924064
2015-01-01,9.5,4.0,8.25,475.8764285714286,1.5514270398039132,6.203304429895368,4.189862017413205,4.207007030941469,2015,1,2251.6132598924064
2015-02-01,10.5,4.0,8.25,478.39300000000003,1.5664309934739857,7.125208257512725,5.068493656914129,4.817113037854895,2015,2,2251.6132598924064
2015-03-01,10.5,4.5,8.25,477.6513636363636,1.5760001909565777,7.035986517108881,5.113792348111531,5.131385010018548,2015,3,2251.6132598924064
2015-04-01,10.5,4.5,8.25,474.0742857142857,1.585867150077745,6.691600158130925,4.624824600287283,5.0387438695580755,2015,4,2251.6132598924064
2015-05-01,10.5,4.5,8.25,480.2494736842105,1.5656913783744097,6.403087140068237,4.382054116153483,5.047607119600357,2015,5,2251.6132598924064
2015-06-01,10.5,5.0,8.25,475.1168181818182,1.578852850372972,6.031032808590425,4.0939594398724495,5.12807203413422,2015,6,2251.6132598924064
2015-07-01,10.5,5.5,8.25,477.32874999999996,1.5575270577426885,5.009748569236706,3.155502023194259,5.005516050117379,2015,7,2251.6132598924064
2015-08-01,10.25,5.5,8.25,479.78476190476187,1.5381292671739202,4.661826184564461,2.7930675118642085,4.831476113357155,2015,8,2251.6132598924064
2015-09-01,10.25,6.0,8.25,481.06857142857143,1.5446768108212867,4.350638889200823,2.516939645232938,4.664246739804469,2015,9,2251.6132598924064
2015-10-01,10.25,7.0,8.25,472.54636363636365,1.5664322292969526,4.189638842419669,2.3956613334723613,4.389383417292876,2015,10,2251.6132598924064
2015-11-01,9.75,7.0,8.25,480.1452380952381,1.5393856542722288,3.4604816938758916,1.7527848340060217,4.097040151659897,2015,11,2251.6132598924064
2015-12-01,8.75,7.5,8.25,482.93000000000006,1.5550653497725075,0.6680248026712121,0.10855582818392406,3.7316911926169354,2015,12,2251.6132598924064
2016-01-01,8.75,8.0,11.0,486.04266666666666,1.5311517372917942,-1.2065755771755278,-0.9983345931607914,-0.4261721351604706,2016,1,2251.6132598924064
2016-02-01,8.5,8.0,11.0,493.64190476190475,1.5529373201176682,-2.0733206623322786,-1.5668665923267895,-1.0810459398366845,2016,2,2251.6132598924064
2016-03-01,8.25,8.0,11.0,486.33000000000004,1.5700875478280418,-2.196317774593055,-1.7472928239915007,-1.384684272057612,2016,3,2251.6132598924064
2016-04-01,8.25,8.0,11.0,481.2704545454546,1.6011364541435762,-2.181710938995124,-1.5558380213122547,-1.5090213306350932,2016,4,2251.6132598924064
2016-05-01,7.75,7.5,11.0,478.36761904761903,1.6170698727972228,-2.226135500316289,-1.5377244725944763,-1.6203803506442398,2016,5,2251.6132598924064
2016-06-01,7.5,7.5,10.5,477.5268181818182,1.6330912373237894,-2.1119183605696747,-1.4959243013069567,-1.5393778850346962,2016,6,2251.6132598924064
2016-07-01,7.5,7.0,10.5,476.521,1.6043133032825991,-2.0772501958104073,-1.4839893451771502,-1.508975594825003,2016,7,2251.6132598924064
2016-08-01,7.25,6.75,10.5,475.44695652173914,1.6079950645745404,-2.3550240621143814,-1.7626853277030676,-1.5527057144019523,2016,8,2251.6132598924064
2016-09-01,6.75,6.75,10.0,474.10380952380956,1.621064375901795,-2.4063564240557724,-1.8023669035932386,-1.5856813988178828,2016,9,2251.6132598924064
2016-10-01,6.75,6.5,10.0,475.25476190476195,1.6294351521266912,-2.2009598160056925,-1.6578808682623531,-1.5206693158246622,2016,10,2251.6132598924064
2016-11-01,6.5,6.5,10.0,478.515,1.653651000801813,-1.945685154124007,-1.4381167216756694,-1.4361078227378528,2016,11,2251.6132598924064
2016-12-01,6.25,6.5,10.0,482.83681818181816,1.6570744361704155,-1.8047193953867833,-1.3393836458303667,-1.4063116493655912,2016,12,2251.6132598924064
2017-01-01,6.25,6.5,10.0,486.00882352941176,1.6571404321222216,-1.7944534862676988,-1.3296953396993132,-0.6461163299842951,2017,1,2251.6132598924064
2017-02-01,6.0,6.75,10.0,486.50699999999995,1.6771844671237022,-1.358699572824591,-1.2337959061085542,-0.4017927998866355,2017,2,2251.6132598924064
2017-03-01,6.0,6.75,9.75,484.83181818181816,1.6828344795031167,-0.9053012605111377,-0.8334709075378584,-0.3119741441480244,2017,3,2251.6132598924064
2017-04-01,6.0,6.75,9.75,485.13944444444445,1.6886227226363604,-0.3162865969681832,-0.30513432567418874,0.05643048858436828,2017,4,2251.6132598924064
2017-05-01,6.0,6.75,9.25,483.41590909090905,1.7034461878649048,0.09836070374413453,0.04244567421277168,0.3622849876239229,2017,5,2251.6132598924064
2017-06-01,6.0,7.0,9.0,481.5163636363637,1.7221860864313479,0.3640778642538294,0.3317371455964917,0.48513496371589326,2017,6,2251.6132598924064
2017-07-01,6.0,7.0,9.0,479.0425,1.7490191589255193,0.8413147023786252,0.8209279366606381,0.5382541633245523,2017,7,2251.6132598924064
2017-08-01,6.0,7.0,9.0,478.61434782608694,1.7469904586738525,1.7495024556331487,1.7400603993650776,0.5877786453547742,2017,8,2251.6132598924064
2017-09-01,6.0,7.0,8.5,478.235,1.7467757052974737,2.1112721321331804,2.040308141496766,0.6273996941383615,2017,9,2251.6132598924064
2017-10-01,6.0,7.0,8.25,480.74227272727273,1.743658930877843,2.512638248288539,2.261891487664471,0.684698331010452,2017,10,2251.6132598924064
2017-11-01,6.0,7.0,8.25,485.36181818181825,1.738990814612864,3.3055722299651933,3.061022309394019,0.8229691747312415,2017,11,2251.6132598924064
2017-12-01,6.0,7.0,7.75,483.18142857142857,1.7957624692740652,3.648402813533309,3.38630769491364,0.9723225210865536,2017,12,2251.6132598924064
2018-01-01,6.0,7.25,7.75,482.3994444444445,1.7898685006316235,4.623904697136581,3.7629279441330823,2.852979578360987,2018,1,2251.6132598924064
2018-02-01,6.0,7.25,7.5,481.36949999999996,1.816350277354946,5.018383601424944,4.115575799386477,3.062122513007594,2018,2,2251.6132598924064
2018-03-01,6.0,7.25,7.25,480.41285714285715,1.8440710619614766,4.944925024567652,4.0482634252417995,3.2822063277049267,2018,3,2251.6132598924064
2018-04-01,6.0,7.25,7.25,481.3526315789474,1.8490294522951376,4.648490342949344,3.7572136803235736,3.0538834877687435,2018,4,2251.6132598924064
2018-05-01,6.0,7.25,7.25,484.08714285714285,1.879708662821742,4.312723589909879,3.405056880173646,2.754463056278425,2018,5,2251.6132598924064
2018-06-01,6.0,7.25,7.25,482.62333333333333,1.866889428478289,4.14695725232815,3.2473623504860427,2.443809776406397,2018,6,2251.6132598924064
2018-07-01,6.0,7.25,7.25,481.43333333333334,1.8661177476640274,4.003686024368221,3.020702922251189,2.4275270128828907,2018,7,2251.6132598924064
2018-08-01,6.0,7.0,7.25,482.4260869565217,1.8625560104520782,3.7302604069651295,2.6886246192721757,2.5366395465938467,2018,8,2251.6132598924064
2018-09-01,6.0,7.0,7.5,483.8231578947368,1.8773010872737945,3.670280748889894,2.6262406266035896,2.6438127377581537,2018,9,2251.6132598924064
2018-10-01,6.0,7.0,7.5,484.92954545454546,1.8839244706987683,3.3515578198287415,2.4887127841787446,2.662203802325962,2018,10,2251.6132598924064
2018-11-01,6.0,7.0,7.5,486.3278260869566,1.868596194178284,2.7607427950946573,1.8933531390439953,2.587836656309264,2018,11,2251.6132598924064
2018-12-01,6.0,7.0,7.75,484.6705,1.898035650524563,2.6065274261081868,1.7696387070664343,2.5202338200162018,2018,12,2251.6132598924064
2019-01-01,5.75,7.0,7.75,485.79235294117643,1.9040373407958673,1.4563896873120115,1.2207840360759548,0.7909763665559666,2019,1,2251.6132598924064
2019-02-01,5.75,6.75,7.75,488.41400000000004,1.9101141458912454,1.3360206114939643,1.0200408059869943,1.3429997068349593,2019,2,2251.6132598924064
2019-03-01,5.75,6.75,7.75,487.47700000000003,1.9348300402153609,1.277188718005931,0.8763419908377443,1.5222548852473068,2019,3,2251.6132598924064
2019-04-01,5.75,6.5,7.75,484.28523809523807,1.9477655768009463,1.1877620101242883,0.6849661079766776,1.6788273906313407,2019,4,2251.6132598924064
2019-05-01,5.75,6.5,7.75,480.54949999999997,1.9700078740509028,1.388498950636503,0.6906944044405208,1.8937693053352262,2019,5,2251.6132598924064
2019-06-01,5.75,6.5,7.5,478.46899999999994,2.001128983252541,1.4765728279502213,0.7791088592046691,2.0,2019,6,2251.6132598924064
2019-07-01,5.75,6.5,7.25,476.4968181818182,2.0260116932355388,1.4806012555558254,0.8366753476691144,1.939512992774354,2019,7,2251.6132598924064
2019-08-01,5.75,6.5,7.25,476.00181818181824,2.0385945477832244,1.2974576939890596,0.7024800954798422,1.7789276444637068,2019,8,2251.6132598924064
2019-09-01,5.5,6.5,7.0,476.2342857142857,2.044905575522617,1.1059473147374064,0.5758744343012268,1.5999999999999943,2019,9,2251.6132598924064
2019-10-01,5.5,7.5,6.5,476.30391304347825,2.0811835427038012,0.7091069143989159,0.1618028672495626,1.5999999999999943,2019,10,2251.6132598924064
2019-11-01,5.5,8.5,6.5,477.077619047619,2.1161604626425587,0.6348176345131407,0.0840373975680535,1.5,2019,11,2251.6132598924064
2019-12-01,5.5,8.5,6.25,478.23999999999995,2.211066348061321,0.6623748391006501,0.09277454307874677,1.4434466077070027,2019,12,2251.6132598924064
2020-01-01,5.5,9.0,6.25,479.214375,2.204038694399684,0.8653895719652098,0.3696163365701608,0.2765856340697326,2020,1,2251.6132598924064
2020-02-01,5.5,9.0,6.0,478.73857142857145,2.222890402438411,0.771840624740534,0.39272573599478733,-0.13338709321419628,2020,2,2251.6132598924064
2020-03-01,5.25,9.0,6.0,489.0086363636364,2.15554445746352,0.5422716404949455,0.25250333695923644,-0.12564432263143033,2020,3,2251.6132598924064
2020-04-01,5.0,9.0,5.5,488.65666666666664,2.226982802441189,1.1321822131247927,0.8026656360015494,0.11999898502854478,2020,4,2251.6132598924064
2020-05-01,5.0,8.5,5.5,484.1215789473684,2.240287689580298,0.8625307937898867,0.8099695607943147,0.3271172933667401,2020,5,2251.6132598924064
2020-06-01,4.5,8.25,4.5,481.2713636363636,2.2955135227714107,0.7768459615654422,0.7302342538560112,0.5481606784278057,2020,6,2251.6132598924064
2020-07-01,4.5,8.25,4.25,484.64565217391305,2.333416988319021,0.8340682821257559,0.7790539784273278,0.6824041554064166,2020,7,2251.6132598924064
2020-08-01,4.5,8.25,4.25,485.48904761904765,2.348189939985185,1.0666176019744,0.7931331634891308,0.8196929187544981,2020,8,2251.6132598924064
2020-09-01,4.25,8.0,4.25,486.68523809523805,2.3454287093300525,1.3397678509690962,0.9429534197217748,0.8859885989742367,2020,9,2251.6132598924064
2020-10-01,4.25,8.0,4.25,491.7404545454545,2.3742171571052584,1.677154081686254,1.1762118373233932,0.9309238607376358,2020,10,2251.6132598924064
2020-11-01,4.25,8.0,4.25,499.62380952380954,2.3378557077242856,1.9837670848593518,1.400372578995615,0.987523068357433,2020,11,2251.6132598924064
2020-12-01,5.25,8.0,4.25,518.9109090909092,2.354743457493897,3.6204833935339735,2.1773399464453576,1.2114357783846685,2020,12,2251.6132598924064
2021-01-01,5.25,8.0,4.25,521.1953333333333,2.286395738963858,4.677923585264068,2.9591451289333435,4.514888622000626,2021,1,2251.6132598924064
2021-02-01,5.5,8.0,4.25,523.5375,2.2810024397368993,5.484648163411919,3.6542547900065188,4.920557764389926,2021,2,2251.6132598924064
2021-03-01,5.5,8.0,4.5,527.6672727272727,2.2785509256560132,6.630084555289997,4.57016738001299,5.208320257099302,2021,3,2251.6132598924064
2021-04-01,5.5,8.5,5.0,525.6177272727273,2.2800472557555453,6.762639568611675,4.626321287406483,5.447655533755281,2021,4,2251.6132598924064
